"SOLAR AIR HEATING SYSTEMS","198","KORNHER","SOLAR ENERGY","HEATING AND COOLING","","",""
"PHOTOVOLTAICS","199","MAYLOCK","SOLAR ENERGY","ELECTRIC","","",""
"THE NEW SOLAR ELECTRIC HOME","199.1","DAVIDSON","SOLAR ENERGY","ELECTRIC","","",""
"AIR TO AIR HEAT EXCHANGERS FOR HOUSES","200","SHURCLIFF","ENERGY EFFICIENCY","","","",""
"CLIMATIC DESIGN","200.5","WATSON / LABS","ENERGY EFFICIENCY","","","",""
"RADICAL AGRICULTURE","201","MERRILL","GREENHOUSES AND AGRICULTURE","","","",""
"BUILDING AND USING YOUR SUN-HEATED GREENHOUSE","202","NEARING","GREENHOUSES AND AGRICULTURE","","","",""
"FISH FARMING IN YOUR SOLAR GREENHOUSE","203","NEAD / SPLANE","GREENHOUSES AND AGRICULTURE","","","",""
"PLANT A TREE","204","WEINER","GREENHOUSES AND AGRICULTURE","","","",""
"WOODLAND ECOLOGY","204.1","MINCKLER","GREENHOUSES AND AGRICULTURE","","","",""
"WORKING WITH YOUR WOODLAND","204.2","BEATTIE et al.","GREENHOUSES & AGRICULTURE","","","",""
"THE TREE IDENTIFICATION BOOK","204.3","SYMONDS","GREENHOUSES AND AGRICULTURE","WOOD AND STONE","","",""
"WOODLAND MANAGEMENT GUIDE","204.4","MIDDLESEX CON. DIST.","GREENHOUSES AND AGRICULTURE","","","",""
"MORE THAN WOODLOT","204.41","LONG","GREENHOUSES AND AGRICULTURE","","","",""
"PERMANENT LOGGING ROADS FOR BETTER WOODLOT MANAGEMENT","204.5","USDA","GREENHOUSES AND AGRICULTURE","","","",""
"READING THE FORESTED LANDSCAPE","204.6","WESSELS","GREENHOUSES AND AGRICULTURE","","","",""
"PLANTS IN THE LANDSCAPE","204.7","CARPENTER ET AL","GREENHOUSES AND AGRICULTURE","","","",""
"THE TREES IN MY FOREST","204.8","HEINRICH","GREENHOUSES AND AGRICULTURE","WOODWORKING","","",""
"ANCIENT TREES","204.9","LEWINGTON, PARKER","GREENHOUSES AND AGRICULTURE","","","",""
"THE SOLAR GREENHOUSE BOOK","205","McCULLAGH","GREENHOUSES AND AGRICULTURE","","","",""
"SOLAR GREENHOUSE","206","FISHER / YANDA","GREENHOUSES AND AGRICULTURE","","","",""
"GARDENER'S SOLAR GREENHOUSE","206.5","WOLF","GREENHOUSES AND AGRICULTURE","","","",""
"PERMA CULTURE TWO","207","MOLLISON","GREENHOUSES AND AGRICULTURE","","","",""
"FOXFIRE BOOKS / VOL'S 1, 2, 3 & 6","208","ANCHOR BOOKS","GREENHOUSES AND AGRICULTURE","","","",""
"HOME FOOD SYSTEMS","209","RODALE PRESS","GREENHOUSES AND AGRICULTURE","","","",""
"HANDBOOK OF RURAL SKILLS & TECHNOLOGY","210","CLOUDBURST 1 & 2","GREENHOUSES AND AGRICULTURE","","","",""
"CONFERENCE ON ENERGY CONSERVING SOLAR HEATED GREENHOUSES (MARLBORO COLLEGE / MARLBORO / VT. / NOV.'77)","211","HAYES / GILLETT","GREENHOUSES AND AGRICULTURE","","","",""
"GARDENING & HOME LANDSCAPING","212","KRAMER","GREENHOUSES AND AGRICULTURE","","","",""
"LANDSCAPING","212.1","TIME/LIFE","GREENHOUSES AND AGRICULTURE","","","",""
"GROWING FOOD IN SOLAR GREENHOUSES","213","WOLFE","GREENHOUSES AND AGRICULTURE","","","",""
"FIRST PERSON RURAL","214","PERRIN","GREENHOUSES AND AGRICULTURE","","","",""
"THE FINDHORN GARDEN","215","","GREENHOUSES AND AGRICULTURE","","","",""
"THE ONE STRAW REVOLUTI0N","216","FUKUOKA","GREENHOUSES AND AGRICULTURE","","","",""
"BACK YARD FISH FARM BOOK","217","NEW ALCHEMY","GREENHOUSES AND AGRICULTURE","","","",""
"DESIGN WITH NATURE","218","McHARG","GREENHOUSES AND AGRICULTURE","DESIGN","","",""
"PRESERVING THE FRUITS OF THE EARTH","219","SCHULER","GREENHOUSES AND AGRICULTURE","","","",""
"NATURE'S DESIGN / A PRACTICAL APPROACH TO NATURAL LANDSCAPING","220","SMYSER & RODALE PRESS","GREENHOUSES AND AGRICULTURE","LANDSCAPING","","",""
"ENERGY-EFFICIENT AND ENVIRONMENTAL LANDSCAPING","220.1","MOFFAT/ SCHILER","LANDSCAPING","","","",""
"CRAFTSMAN OF NECESSITY","221","WILLIAMS","WOOD AND STONE","","","",""
"PRINCIPLES FOR PROTECTING WOOD BUILDINGS FROM DECAY","222","USDA","WOOD AND STONE","","","",""
"A REVERENCE FOR WOOD","223","SLOANE","WOOD AND STONE","","","",""
"IDENTIFYING WOOD","223.4","HOADLEY","WOOD AND STONE","","","",""
"WHAT WOOD IS THAT?","223.41","EDLIN","WOOD AND STONE","","","",""
"UNDERSTANDING WOOD","223.5","HOADLEY","WOOD AND STONE","","","",""
"SELECTING AND DRYING WOOD","223.55","FINE WOODWORKING","WOODWORKING","","","",""
"ENCYCLOPEDIA OF WOOD","223.6","TIME/LIFE","WOODWORKING","","","",""
"GOOD WOOD HANDBOOK","223.7","JACKSON, DAY","WOODWORKING","","","",""
"A SPLINTERED HISTORY OF WOOD","223.8","CARLSON","WOODWORKING","","","",""
"OAK","223.9","LOGAN","WOODWORKING","WOOD AND STONE","","",""
"BUILDING STONE WALLS","224","VIVIAN","WOOD AND STONE","","","",""
"THE FORGOTTEN ART OF BUILDING A GOOD FIREPLACE","225","ORTON","WOOD AND STONE","MASONRY","","",""
"MAKING THE ADOBE BRICK","226","BOUDREAU","WOOD AND STONE","","","",""
"OWNER BUILDERS GUIDE TO STONE MASONRY","227","KERN / MAGERS","WOOD AND STONE","","","",""
"BUILDING WITH STONE","228","McRAVEN","WOOD AND STONE","","","",""
"THE STONEBUILDERS PRIMER","228.1","LONG","WOOD AND STONE","","","",""
"THE BACKYARD STONEBUILDER","228.2","LONG","WOOD AND STONE","MASONRY","","",""
"STONEWORK","228.3","MCRAVEN","WOOD AND STONE","","","",""
"NATURAL STONESCAPES","228.4","DUBE/CAMPBELL","WOOD AND STONE","","","",""
"OUTDOOR STONEWORK","228.5","BRIDGEWATER","WOOD AND STONE","","","",""
"BUILDING STONE WALLS","228.6","VIVIAN","WOOD AND STONE","","","",""
"STONE WORK","228.7","JEROME","WOOD AND STONE","","","",""
"STONE SHELTERS","229","ALLEN","WOOD AND STONE","","","",""
"THE GREEN WOOD HOUSE","230","HACKENBERG","WOOD AND STONE","","","",""
"FIREPLACES","231","KERN","WOOD AND STONE","MASONRY","","",""
"BE YOUR OWN CHIMNEY SWEEP","231.1","CURTIS/POST","MASONRY","","","",""
"LOCAL MATERIALS","232","KAHANE","WOOD AND STONE","","","",""
"CHARLESTON BLACKSMITH","233","VLACH","DETAILS","METALWORK","","",""
"WOODWORKING MACHINES","237","TIME/LIFE","WOODWORKING","","","",""
"MASTERING WOODWORKING MACHINES","237.01","DUGINSKE","WOODWORKING","","","",""
"COMPLETE ILLUSTRATED GUIDE TO TABLESAWS","237.1","ANTHONY","WOODWORKING","","","",""
"CARE AND REPAIR OF SHOP MACHINES","237.2","WHITE","WOODWORKING","","","",""
"DUST CONTROL MADE SIMPLE","237.3","NAGYSZALANCZY","WOODWORKING","","","",""
"BANDSAWS","237.4","JOHNSON","WOODWORKING","","","",""
"WOODWORKING TECHNOLOGY","238","HAMMOND","BASICS OF BUILDING","WOODWORKING","","",""
"COMPLETE BOOK OF WOODWORKING","238.1","CAPOTESTO","WOODWORKING","","","",""
"HOME WORKSHOP","238.2","TIME/LIFE","WOODWORKING","","","",""
"THE WORKSHOP BOOK","238.21","LANDIS","WOODWORKING","","","",""
"THE WORKBENCH BOOK","238.22","LANDIS","WOODWORKING","","","",""
"WORKBENCHES","238.23","SCHWARTZ","WOODWORKING","","","",""
"THE WORKBENCH DESIGN BOOK","238.24","SCWARTZ","WOODWORKING","","","",""
"POWER TOOL WOODWORKING FOR EVERYONE","238.3","CRISTOFORO","WOODWORKING","","","",""
"WORKING WITH POWER TOOLS","238.31","ANTHONY","WOODWORKING","BASICS OF BUILDING","","",""
"WOODWORKING PROJECTS WITH POWER TOOLS","238.4","SAINSBURY","WOODWORKING","","","",""
"RADIAL ARM SAW TECHINIQUES","238.5","CLIFFE","WOODWORKING","","","",""
"SCROLL SAW HANDBOOK","238.6","SPIELMAN","WOODWORKING","","","",""
"THE WOODWORKER'S BIBLE","238.7","BLANDFORD","WOODWORKING","","","",""
"WOODWORKING FACTBOOK","238.8","COLEMAN","WOODWORKING","","","",""
"THE LATHE BOOK","238.9","CONOVER","WOODWORKING","","","",""
"THE FRUGAL  WOODTURNER","238.91","CONOVER","WOODWORKING","","","",""
"TURNING WOOD","238.92","RAFFAN","WOODWORKING","","","",""
"WOODTURNING: A FOUNDATION COURSE","238.93","ROWLEY","WOODWORKING","","","",""
"LATHES AND TURNING TECHNIQUES","238.94","FINE WOODWORKING","WOODWORKING","","","",""
"TECHNIQUES","239","FINE WOODWORKING","WOODWORKING","","","",""
"WORKING AT WOODWORKING","239.1","TOLPIN","WOODWORKING","","","",""
"BUYERS GUIDE TO LOG HOMES","240","FERRES","LOG HOMES","","","",""
"THE CRAFT OF LOG BUILDING","240.1","PHLEPS","LOG HOMES","TIMBER FRAMING","","",""
"LOG BUILDING CONSTRUCTION","240.2","CHAMBERS","LOG HOMES","","","",""
"BUILDING WITH LOGS","240.3","MACKIE","LOG HOMES","","","",""
"FROM LOG TO LOG HOUSE","240.4","KAKANSSON","LOG HOMES","","","",""
"BUILDING THE ALSAKE LOG HOME","240.5","WALKER","LOG HOMES","","","",""
"HAND HEWN / THE ART OF BUILDING YOUR OWN LOG CABIN","241","LEITCH","LOG HOMES","","","",""
"THE LOG CABIN","242","BEALER / ELLIS","LOG HOMES","","","",""
"THER LOG CABIN","242.1","MCDOUGALL","LOG HOMES","","","",""
"BUILDING THE HEWN LOG HOUSE","243","McRAVEN","LOG HOMES","","","",""
"HOW TO BUILD YOUR OWN LOG HOME FROM SCRATCH","244","DUNCAN","LOG HOMES","","","",""
"HOW TO DESIGN, BUILD,  REMODEL & MAINTAIN YOUR HOME","245","FLACONE","BASICS OF BUILDING","","","",""
"IN HARMONY WITH NATURE","246","BRUYERE","BASICS OF BUILDING","","","",""
"BASIC CONSTRUCTION TECHNIQUES","247","BUREAU OF NAVAL PERSONNEL","BASICS OF BUILDING","","","",""
"WOOD FRAME HOUSE CONSTRUCTION","247.5","SHERWOOD & STROH","BASICS OF BUILDING","","","",""
"THE OWNER BUILT HOME","248","KERN","BASICS OF BUILDING","OWNER-BUILDING","","",""
"ALEX WADE'S GUIDE TO AFFORDABLE HOUSING","249","WADE","BASICS OF BUILDING","OWNER-BUILDING","","",""
"YOUR BARN HOUSE","249.1","COBB","TIMBERFRAMING","OWNER-BUILDING","","",""
"THE TIMBER FRAME PLANNING BOOK","250","ELLIOTT","TIMBERFRAMING","","","",""
"THE TIMBER FRAMING BOOK","250.1","ELLIOTT","TIMBERFRAMING","","","",""
"TIMBERFRAME PLAN BOOK","250.2","MORRIS, PIROZZOLO","TIMBERFRAMING","DESIGN","","",""
"TIMBER FRAME HYBRIDS","250.21","ZAYA, DIENER","TIMBERFRAMING","","","",""
"RIVERBEND TIMBER FRAMING","250.22","RIVERBEND","PLANS","TIMBERFRAMING","","",""
"FOURTEEN SMALL TIMBER FRAMES","250.23","TIMBER FRAMERS GUILD","TIMBERFRAMING ","PLANS","","",""
"TIMBER FRAME RESOURCE GUIDE","250.3","TIMBER FRAMERS GUILD","TIMBERFRAMING","","","",""
"PROJECT HANDBOOK","250.4","TIMBER FRAMERS GUILD","TIMBERFRAMING","","","",""
"THE TIMBER FRAME RAISING BOOK","251","ELLIOTT","TIMBERFRAMING","","","",""
"BUILDING THE TIMBER FRAME HOUSE","252","BENSON","TIMBERFRAMING","","","",""
"OPEN TIMBER ROOFS OF THE MIDDLE AGES","252.1","BRANDON","TIMBERFRAMING","","","",""
"HISTORIC AMERICAN ROOF TRUSSES","252.12","LEWANDOSKI","TIMBERFRAMING","ENGINEERING","","",""
"ENGLISH HISTORIC CARPENTRY","252.2","HEWITT","TIMBERFRAMING","","","",""
"THE TIMBER FRAME HOME","252.3","BENSON","TIMBERFRAMING","","","",""
"THE NEW TIMBER FRAME HOME","252.31","BENSON","TIMBERFRAMING","","","",""
"BENSONWOOD DESIGN MANUAL","252.32","BENSON","TIMBER FRAMING","DESIGN","","",""
"TIMBERFRAME","252.33","BENSON","TIMBERFRAMING","","","",""
"A TIMBER FRAMER'S WORKSHOP","252.4","CHAPPELL","TIMBERFRAMING","","","",""
"ADVANCED TIMBER FRAMING","252.41","CHAPPELL","TIMBERFRAMING","","","",""
"TIMBER FRAME CONSTRUCTION","252.5","SOBON","TIMBERFRAMING","","","",""
"BUILD A CLASSIC TIMBER-FRAMED HOUSE","252.51","SOBON","TIMBERFRAMING","","","",""
"HISTORIC AMERICAN TIMBER JOINERY","252.512","SOBON","TIMBERFRAMING","","","",""
"THE SCRIBE RULE OR THE SQUARE RULE","252.52","SOBON","TIMBERFRAMING","","","",""
"LEARN TO TIMBER FRAME","252.53","BEEMER","TIMBERFRAMING","","","",""
"DISCOVERING TIMBER FRAMED BUILDINGS","252.6","HARRIS","TIMBERFRAMING","","","",""
"RECORDING TIMBER FRAMED BUILDINGS","252.61","MBA","TIMBERFRAMING","","","",""
"CONSERVATION OF TIMBER BUILDINGS","252.62","CHARLES","TIMBERFRAMING","","","",""
"0AK-FRAMED BUILDINGS","252.63","NEWMAN","TIMBERFRAMING","","","",""
"THE WOODLAND HOUSE","252.65","LAW","TIMBERFRAMING","","","",""
"TIMBER BUILDING IN BRITAIN","252.7","BRUNSKILL","TIMBERFRAMING","","","",""
"TIMBER-FRAMED BUILDINGS OF ENGLAND","252.71","BROIWN","TIMBERFRAMING","","","",""
"A GUIDE TO MEDIEVAL ENGLISH TITHE BARNS","252.72","GRISWOLD","","","","",""
"TIMBER-FRAMED BUILDINGS OF WALES","252.73","NAT. MUSEUM OF WALES","TIMBERFRAMING","","","",""
"VERNACULAR ARCHITECTURE","252.74","MANEY","ARCHITECTURE","TIMBERFRAMING","","",""
"WOODEN FRAMES AND STRUCTURES","252.75","COMPAGNONS DU DEVOIR","TIMBERFRAMING","","","",""
"THE FRAMED HOUSES OF MASSACHUSETTS BAY","252.8","CUMMINGS","TIMBERFRAMING","","","",""
"TIMBER-FRAME HOUSES","252.9","FINE HOMEBUILDING","TIMBERFRAMING","","","",""
"TIMBER BRIDGES","252.91","USDA","TIMBERFRAMING","","","",""
"TIMBER FRAME JOINERY AND DESIGN WORKBOOK","252.92","TIMBER FR.GUILD","TIMBERFRAMING","","","",""
"TIMBER FRAME JOINERY AND DESIGN WORKBOOK VOL. 2","252.921","TIMBER FR GUILD","TIMBERFRAMING","ENGINEERING","","",""
"TIMBER CONSTRUCTION","252.93","GOLDSTEIN","TIMBER FRAMING","ENGINEERING","","",""
"TIMBER FRAME TENSION JOINERY","252.94","SCHMIDT, MCKAY","TIMBER FRAMING","ENGINEERING","","",""
"DESIGN CONSIDERATIONS FOR MORTISE AND TENON CONNECTIONS","252.95","SCHMIDT, DANIELS","TIMBER FRAMING","ENGINEERING","","",""
"TIMBER CONSTRUCTION MANUAL","252.96","A.I.T.C.","TIMBERFRAMING","ENGINEERING","","",""
"THE CRAFT OF MODULAR POST AND BEAM","252.97","MITCHELL","TIMBERFRAMING","","","",""
"SHORT LOG & TIMBER BUILDING BOOK","252.971","MITCHELL","TIMBERFRAMING","","","",""
"MASTER'S GUIDE TO TIMBER FRAMING","252.972","MITCHELL","TIMBERFRAMING","","","",""
"ENCYCLOPEDIA OF TIMBER FRAMING AND CARPENTRY","252.98","SUTCLIFFE","TIMBER FRAMING","","","",""
"TIMBER FRAMING FOR THE REST OF US","252.99","ROY","TIMBER FRAMING","","","",""
"SHELTER II","253","SHELTER PUBLICATIONS","BASICS OF BUILDING","","","",""
"SHELTER ","253.1","SHELTER PUBLICATIONS","BASICS OF BUILDING","","","",""
"LOW-COST GREEN LUMBER CONSTRUCTION","253.2","SEDDON","BASICS OF BUILDING","","","",""
"YOUR CABIN IN THE WOODS","254","MEINECKE","BASICS OF BUILDING","","","",""
"HOW TO BUILD IN THE COUNTRY","254.1","BERG","BASICS OF BUILDING","","","",""
"THE COUNTRY BUILDERS ASSISTANT","254.2","BENJAMIN","BASICS OF BUILDING","","","",""
"THE AMERICAN BUILDER'S COMPANION","254.3","BENJAMIN","BASICS OF BUILDING","","","",""
"MECHANICK EXERCISES OR THE DOCTRINE OF HANDY-WORKS","254.4","MOXON","BASICS OF BUILDING","","","",""
"CABINS AND VACATION HOUSES","254.5","SUNSET","BASICS OF BUILDING","","","",""
"BUILDING SMALL BARNS, SHEDS & SHELTERS","254.6","BURCH","BASICS OF BUILDING","","","",""
"HO0W TO BUILD SMALL BARNS & OUTBUILDINGS","254.61","BURCH","BASICS OF BUILDING","","","",""
"PRACTICAL POLE BUILDING CONSTRUCTION","254.62","SEDDON","BASICS OF BUILDING","","","",""
"GARAGES AND CARPORTS","254.63","RUSSELL","BASICS OF BUILDING","","","",""
"BARN PLANS & OUTBUILDINGS","254.64","HALSTED","BASICS OF BUILDING","","","",""
"BUILDING A SHED","254.65","TRUINI","BASICS OF BUILDING","","","",""
"RUSTIC RETREATS","254.7","STILES","BASICS OF BUILDING","","","",""
"CREATIVE COUNTRY CONSTRUCTION","254.8","INWOOD & BRUYERE","BASICS OF BUILDING","","","",""
"BARN STYLE LIVING","254.9","SKINNER & HASLIN","DETAILS","","","",""
"CARPENTRY & BUILDING","255","ULREY","BASICS OF BUILDING","","","",""
"MILLWORK / POWER TOOLS / PAINTING","255.1","ULREY","BASICS OF BUILDING","","","",""
"TOOLS / STEEL SQUARE / JOINERY","255.5","BALL","BASICS OF BUILDING","","","",""
"BUILDING CONSTRUCTION & DESIGN","256","ULREY","BASICS OF BUILDING","","","",""
"DESIGNING & BUILDING YOUR OWN HOUSE YOUR OWN WAY","257","CLARK","BASICS OF BUILDING","","","",""
"THE REAL GOODS INDEPENDENT BUILDER","257.1","CLARK","BASICS OF BUILDING","","","",""
"DO-IT-YOURSELF HOUSEBUILDING","257.2","NASH","BASICS OF BUILDING","","","",""
"FROM THE GROUND UP","258","COLE / WING","BASICS OF BUILDING","","","",""
"LOW COST, ENERGY EFFICIENT SHELTER","259","RODALE PRESS","BASICS OF BUILDING","","","",""
"YOUR ENGINEERED HOUSE","260","ROBERTS","BASICS OF BUILDING","","","",""
"TEACH YOURSELF TO BUILD","261","ALLEN / GOLDBERG","BASICS OF BUILDING","","","",""
"BUILD YOUR OWN LOW-COST HOME","262","ANDERSON / ZORNIG","BASICS OF BUILDING","","","",""
"CARPENTRY & BUILDING CONSTRUCTION","263","DEPT. OF ARMY","BASICS OF BUILDING","","","",""
"EARLY AMERICAN ARCHITECTURE","264","CLARK","BASICS OF BUILDING","ARCHITECTURE","","",""
"HOMEBUILDING & WOODWORKING IN COLONIAL AMERICA","264.1","WILBUR","BASICS OF BUILDING","WOODWORKING","","",""
"BUILDING CONSTRUCTION BEFORE MECHANIZATION","264.2","FITCHEN","BASICS OF BUILDING","","","",""
"A MUSEUM OF EARLY AMERICAN TOOLS","264.3","SLOANE","BASICS OF BUILDING","","","",""
"ANCIENT CARPENTERS' TOOLS","264.31","MERCER","BASICS OF BUILDING","","","",""
"BUILDING WITH WOOD","264.4","REMPEL","BASICS OF BUILDING","","","",""
"THE VILLAGE CARPENTER","264.5","ROSE","BASICS OF BUILDING","","","",""
"THE LAST OF THE COVERED BRIDGE BUILDERS","264.6","GRATON","BASICS OF BUILDING","ARCHITECTURE","TIMBER FRAMING","",""
"COUNTRY WOODCRAFT","264.7","LANGSNER","BASICS OF BUILDING","WOODWORKING","","",""
"LIVING WOOD","264.71","ABBOTT","BASICS OF BUILDING","WOODWORKING","","",""
"A HISTORY OF THE MACHINE","264.8","SOULARD","BASICS OF BUILDING","","","",""
"THE MEETINGHOUSE TRAGEDY","264.9","CLARK","BASICS OF BUILDING","","","",""
"THE OUTDOOR HOW-TO-BUILD-IT BOOK","265","BEHME","BASICS OF BUILDING","","","",""
"HOW TO BUILD YOUR CABIN OR MODERN VACATION HOME","266","WALTON","BASICS OF BUILDING","","","",""
"ILLUSTRATED HOUSEBUILDING","267","BLACKBURN","BASICS OF BUILDING","","","",""
"THE HOUSEBUILDING BOOK","268","BROWNE","BASICS OF BUILDING","","","",""
"PRINCIPLES & PRACTICES OF LIGHT CONSTRUCTION","269","SMITH","BASICS OF BUILDING","","","",""
"CANADIAN WOOD-FRAME HOUSE CONSTRUCTION","269.1","CMHC-SCHL","BASICS OF BUILDING","","","",""
"REDUCING HOME BUILDING COSTS","270","US DEPT. OF HOUSING","BASICS OF BUILDING","","","",""
"BUILDING A HOUSE","271","BARTON","BASICS OF BUILDING","","","",""
"CARPENTRY IS EASY","271.1","SIMMONS","BASICS OF BUILDING","","","",""
"WOODWORKING WITH KIDS","271.2","STARR","BASICS OF BUILDING","","","",""
"CARPENTRY","272","SYVANEN","BASICS OF BUILDING","","","",""
"TRADE SECRETS","272.1","SCHNASER","BASICS OF BUILDING","","","",""
"WORKING ALONE","272.2","CARROLL","BASICS OF BUILDING","","","",""
"SAFE WORK PRACTICES","272.3","BEEMER","BASICS OF BUILDING","TIMBER FRAMING","","",""
"AGAINST THE GRAIN","273","McCORMICK","BASICS OF BUILDING","","","",""
"HARD-HATTED WOMEN","273.1","MARTIN","PHILOSOPHY","","","",""
"MAKING OURSELVES AT HOME","273.2","GOLDFRANK","PHILOSOPHY","CARPENTRY FOR WOMEN","","",""
"WOMEN'S WORK","273.3","ASSORTED AUTHORS","PHILOSOPHY","","","",""
"THE HOUSE THAT JILL BUILT","273.4","OSTROW","PHILOSOPHY","CARPENTRY FOR WOMEN","","",""
"HAMMER HEAD","273.5","MACLAUGHLIN","CARPENTRY FOR WOMEN","","","",""
"TOOLS & HOW TO USE THEM","274","JACKSON & DAY","BASICS OF BUILDING","","","",""
"HANDPLANE ESSENTIALS","274.01","SCWARTZ","WOODWORKING","","","",""
"TOOLS FOR BUILDING","274.1","FINE HOMEBUILDING","BASICS OF BUILDING","","","",""
"BOB VILA'S TOOLBOX","274.12","VILA","BASICS OF BUILDING","","","",""
"THE HOME HARDWARE HANDBOOK","274.2","MOTHER EARTH NEWS","BASICS OF BUILDING","","","",""
"THE COMPLETE GUIDE TO SHARPENING","274.3","LEE","BASICS OF BUILDING","","","",""
"SHARPENING","274.31","LIE-NIELSON","BASICS OF BUILDING","","","",""
"THE PERFECT EDGE","274.32","HOCK","BASICS OF BUILDING","","","",""
"TOOL MAKING FOR WOODWORKERS","274.4","LARSEN","WOODWORKING","","","",""
"THE AXE BOOK","274.5","GRANSFORS","BASICS OF BUILDING","","","",""
"THE AX BOOK","274.51","COOK","BASICS OF BUILDING","","","",""
"THE AXE WIELDER'S HANDBOOK","274.52","BEAUDRY","BASICS OF BUILDING","","","",""
"GRIMSHAW ON SAWS","274.6","GRIMSHAW","BASICS OF BUILDING","","","",""
"TOOLS OF THE TRADE","274.7","TAYLOR","BASICS OF BUILDING","","","",""
"CHAIN SAW AND CROSSCUT SAW TRAINING COURSE","274.8","USDA","BASICS OF BUILDING","","","",""
"THE GOOD WOODCUTTERS GUIDE","274.9","JOHNSON","BASICS OF BUILDING","","","",""
"BUILDING LAYOUT","275","JACKSON","BASICS OF BUILDING","","","",""
"MODERN CARPENTRY","276","WAGNER","BASICS OF BUILDING","","","",""
"SPEC BUILDERS GUIDE","277","JONES","BASICS OF BUILDING","","","",""
"HOW TO DESIGN AND BUILD YOUR HOUSE","278","DiDONNO","BASICS OF BUILDING","","","",""
"HOW TO BUILD A HOUSE","278.1","HAUN","BASICS OF BUILDING","","","",""
"THE CARPENTERS MANIFESTO","279","EHRLICH","BASICS OF BUILDING","","","",""
"SO YOU WANT TO BUILD A HOUSE","280","HOTTON","BASICS OF BUILDING","","","",""
"NEW HOUSE PLANNING AND IDEA BOOK","281","ALBERTA AGRICULTURE","BASICS OF BUILDING","","","",""
"HOME BUILDING AND SHELTER GUIDE","282","MOTHER EARTH NEWS","BASICS OF BUILDING","","","",""
"RESIDENTIAL CARPENTRY","283","REED","BASICS OF BUILDING","","","",""
"ROOF FRAMING","284","GROSS","BASICS OF BUILDING","","","",""
"FRAMING ROOFS","284.1","FINE HOMEBUILDING","BASICS OF BUILDING","","","",""
"THE STEEL SQUARE","284.2","SIEGELE","BASICS OF BUILDING","","","",""
"A ROOF CUTTER'S SECRETS","284.3","HOLLADAY","BASICS OF BUILDING","","","",""
"THE HOME HOW-TO SOURCEBOOK","285","McCLINTOCK","BASICS OF BUILDING","","","",""
"COMPLETE GUIDE TO FACTORY MADE HOUSES","286","WATKINS","KIT HOUSES","","","",""
"THE BEST KIT HOMES","286.1","WISSINGER","BASICS OF BUILDING","KIT HOUSES","","",""
"KIT HOMES MODERN","286.2","EBONG","KIT HOUSES","","","",""
"THE COMPACT HOUSE BOOK","287","METZ","DESIGN","","","",""
"THE NEW COMPACT HOUSE BOOK","287.01","METZ","DESIGN","","","",""
"THE CABIN","287.1","MULFINGER","DESIGN","","","",""
"MAKING SPACE","287.2","BALL","DESIGN","DETAILS","","",""
"THE SIMPLE HOME","287.21","NETTLETON","DESIGN","DETAILS","","",""
"LITTLE HOUSE ON A SMALL PLANET","287.22","SALOMAN","DESIGN","DETAILS","","",""
"COTTAGES AND BUNGALOWS","287.3","GROW","ARCHITECTURE","PLANS","","",""
"DREAM COTTAGES","287.31","TREDWAY","DESIGN","","","",""
"AUTHENTIC SMALL HOUSES OF THE TWENTIES","287.4","JONES","DESIGN","PLANS","","",""
"MODEST MANSIONS","287.5","PROWLER","DESIGN","","","",""
"BOOK OF SMALL HOUSES","287.6","GROUP","DESIGN","PLANS","","",""
"COMPACT HOUSES","287.61","DEL VALLE","DESIGN","PLANS","","",""
"YOUR SOLAR HOUSE","287.7","SIMON","DESIGN","PLANS","","",""
"TINY HOUSES","287.8","WALKER","DESIGN","TINY HOUSES","","",""
"TINY HOMES, SIMPLE SHELTER","287.81","KAHN","DETAILS","TINY HOUSES","","",""
"FREEWHEELING HOMES","287.82","PEARSON","DETAILS","TINY HOUSES","","",""
"THE SMALL HOUSE","287.9","DICKINSON","DESIGN","","","",""
"THE LITTLE HOUSE","287.91","ARMSTRONG","DESIGN","","","",""
"THE NOT SO BIG HOUSE","287.92","SUSANKA","DESIGN","","","",""
"CREATING THE NOT SO BIG HOUSE","287.93","SUSANKA","DESIGN","","","",""
"OUTSIDE THE NOT SO BIG HOUSE","287.94","MESSERVY, SUSANKA","DESIGN","LANDSCAPING","","",""
"THE SMALL HOUSE BOOK","287.95","SHAFER","DESIGN","","","",""
"A TINY HOME TO CALL YOUR OWN","287.96","FOREMAN/LEE","DESIGN","","","",""
"TINY HOUSE DESIGN AND CONSTRUCTION GUIDE","287.97","LOUCHE","DETAILS","","","",""
"VACATION HOMES AND PLANS","288","USDA","DESIGN","PLANS","","",""
"POPULAR SCIENCE ALTERNATIVE HOUSE BUILDING","289","McCLINTOCK","BASICS OF BUILDING","","","",""
"ROUTER HANDBOOK","290","SPIELMAN","WOODWORKING","","","",""
"BUILDING YOUR OWN HOUSE / PART 1","293","ROSKIND","BASICS OF BUILDING","","","",""
"BREAKING NEW GROUND","294","COLE/WING","OWNER-BUILDING","","","",""
"THE OWNER-BUILDER EXPERIENCE","295","HOLLOWAY/McINTYRE","OWNER-BUILDING","","","",""
"CARPENTRY","296.01","FINE HOMEBUILDING","BASICS OF BUILDING","","","",""
"MODERN CARPENTRY","296.02","WAGNER","BASICS OF BUILDING","","","",""
"FRAME CARPENTRY","296.1","FINE HOMEBUILDING","BASICS OF BUILDING","","","",""
